genbank_accession	gisaid_epi_isl
MT034054.1	EPI_ISL_514752
MT039873.1	EPI_ISL_406970
MT039874.1	EPI_ISL_450444
MT039887.1	EPI_ISL_408670
MT039888.1	EPI_ISL_409067
MT039890.1	EPI_ISL_411929
MT044257.1	EPI_ISL_410045
MT044258.1	EPI_ISL_410044
MT066176.1	EPI_ISL_410218
MT072688.1	EPI_ISL_410301
MT079843.1	EPI_ISL_449476
MT079844.1	EPI_ISL_449477
MT079845.1	EPI_ISL_449478
MT079846.1	EPI_ISL_449479
MT079847.1	EPI_ISL_449480
MT079848.1	EPI_ISL_449481
MT079849.1	EPI_ISL_449482
MT079850.1	EPI_ISL_449483
MT079851.1	EPI_ISL_449484
MT079852.1	EPI_ISL_449485
MT079853.1	EPI_ISL_449486
MT079854.1	EPI_ISL_449487
MT093571.1	EPI_ISL_411951
MT093631.1	EPI_ISL_411957
MT106052.1	EPI_ISL_411954
MT106053.1	EPI_ISL_411955
MT106054.1	EPI_ISL_411956
MT114412.1	EPI_ISL_434563
MT114413.1	EPI_ISL_434564
MT114414.1	EPI_ISL_434565
MT114415.1	EPI_ISL_434566
MT114416.1	EPI_ISL_434567
MT114417.1	EPI_ISL_434568
MT114418.1	EPI_ISL_434569
MT114419.1	EPI_ISL_434570
MT118835.1	EPI_ISL_412862
MT121215.1	EPI_ISL_414510
MT123290.1	EPI_ISL_412966
MT123292.2	EPI_ISL_529150
MT123293.2	EPI_ISL_529149
MT135041.1	EPI_ISL_413518
MT135042.1	EPI_ISL_413519
MT135043.1	EPI_ISL_413520
MT135044.1	EPI_ISL_413521
MT159705.2	EPI_ISL_413612
MT159706.2	EPI_ISL_413613
MT159707.2	EPI_ISL_413615
MT159708.2	EPI_ISL_413616
MT159709.2	EPI_ISL_413617
MT159710.2	EPI_ISL_413614
MT159711.2	EPI_ISL_413618
MT159712.2	EPI_ISL_413619
MT159713.2	EPI_ISL_413620
MT159714.2	EPI_ISL_413621
MT159715.2	EPI_ISL_413622
MT159716.2	EPI_ISL_413623
MT159717.2	EPI_ISL_413606
MT159718.2	EPI_ISL_413607
MT159719.2	EPI_ISL_413608
MT159720.2	EPI_ISL_413609
MT159721.2	EPI_ISL_413610
MT159722.2	EPI_ISL_413611
MT163716.1	EPI_ISL_413025
MT163717.1	EPI_ISL_413455
MT163718.1	EPI_ISL_413457
MT163719.1	EPI_ISL_413458
MT163720.1	EPI_ISL_413486
MT163721.1	EPI_ISL_413487
MT184907.2	EPI_ISL_414479
MT184908.2	EPI_ISL_414480
MT184909.2	EPI_ISL_414481
MT184910.1	EPI_ISL_414482
MT184911.1	EPI_ISL_414483
MT184912.1	EPI_ISL_414484
MT184913.1	EPI_ISL_414485
MT186683.1	EPI_ISL_434560
MT188339.1	EPI_ISL_414590
MT188340.1	EPI_ISL_414589
MT188341.1	EPI_ISL_414588
MT192759.1	EPI_ISL_411915
MT192765.1	EPI_ISL_414648
MT192772.1	EPI_ISL_418269
MT192773.1	EPI_ISL_418267
MT198651.1	EPI_ISL_414496
MT198652.2	EPI_ISL_414598
MT215193.1	EPI_ISL_414518
MT215194.1	EPI_ISL_414519
MT215195.1	EPI_ISL_414517
MT226610.1	EPI_ISL_527871
MT230904.1	EPI_ISL_434571
MT232662.1	EPI_ISL_417176
MT232663.1	EPI_ISL_417177
MT232664.1	EPI_ISL_417178
MT232665.1	EPI_ISL_417179
MT232666.1	EPI_ISL_417180
MT232667.1	EPI_ISL_417181
MT232668.1	EPI_ISL_417182
MT232669.1	EPI_ISL_417183
MT232670.1	EPI_ISL_417184
MT232671.1	EPI_ISL_417185
MT232672.1	EPI_ISL_417187
MT232673.1	EPI_ISL_417188
MT232674.1	EPI_ISL_738084
MT232675.1	EPI_ISL_417193
MT232676.1	EPI_ISL_417195
MT232677.1	EPI_ISL_417197
MT232678.1	EPI_ISL_417199
MT232679.1	EPI_ISL_418815
MT232680.1	EPI_ISL_419213
MT232681.1	EPI_ISL_419214
MT232682.1	EPI_ISL_419215
MT232683.1	EPI_ISL_419216
MT232684.1	EPI_ISL_419217
MT232685.1	EPI_ISL_419218
MT232686.1	EPI_ISL_419219
MT232687.1	EPI_ISL_419221
MT232688.1	EPI_ISL_419222
MT232689.1	EPI_ISL_419223
MT232690.1	EPI_ISL_419224
MT232691.1	EPI_ISL_419225
MT232692.1	EPI_ISL_419226
MT232693.1	EPI_ISL_419227
MT232694.1	EPI_ISL_419228
MT232695.1	EPI_ISL_419229
MT232696.1	EPI_ISL_419231
MT232697.1	EPI_ISL_419232
MT232698.1	EPI_ISL_419241
MT232699.1	EPI_ISL_419242
MT232700.1	EPI_ISL_419243
MT232701.1	EPI_ISL_419244
MT232702.1	EPI_ISL_419245
MT232703.1	EPI_ISL_419246
MT232704.1	EPI_ISL_419247
MT232705.1	EPI_ISL_419248
MT232706.1	EPI_ISL_419249
MT232707.1	EPI_ISL_419250
MT232708.1	EPI_ISL_419251
MT232709.1	EPI_ISL_419252
MT232710.1	EPI_ISL_419253
MT232711.1	EPI_ISL_420455
MT233519.1	EPI_ISL_416484
MT233520.1	EPI_ISL_416483
MT233521.1	EPI_ISL_416485
MT233522.1	EPI_ISL_416486
MT233523.1	EPI_ISL_416487
MT240479.1	EPI_ISL_417444
MT246449.1	EPI_ISL_417341
MT246450.1	EPI_ISL_417342
MT246451.1	EPI_ISL_417343
MT246452.1	EPI_ISL_417344
MT246453.1	EPI_ISL_417345
MT246454.1	EPI_ISL_417346
MT246455.1	EPI_ISL_417347
MT246456.1	EPI_ISL_417348
MT246457.1	EPI_ISL_417349
MT246458.1	EPI_ISL_417350
MT246459.1	EPI_ISL_417351
MT246460.1	EPI_ISL_417352
MT246461.1	EPI_ISL_417353
MT246462.1	EPI_ISL_417354
MT246463.1	EPI_ISL_417355
MT246464.1	EPI_ISL_417356
MT246465.1	EPI_ISL_417357
MT246466.1	EPI_ISL_417358
MT246467.1	EPI_ISL_417359
MT246468.1	EPI_ISL_417360
MT246469.1	EPI_ISL_417361
MT246470.1	EPI_ISL_417362
MT246471.1	EPI_ISL_417363
MT246472.1	EPI_ISL_417364
MT246473.1	EPI_ISL_417365
MT246474.1	EPI_ISL_417366
MT246475.1	EPI_ISL_417367
MT246476.1	EPI_ISL_417368
MT246477.1	EPI_ISL_417369
MT246478.1	EPI_ISL_417370
MT246479.1	EPI_ISL_417371
MT246480.1	EPI_ISL_417372
MT246481.1	EPI_ISL_417373
MT246482.1	EPI_ISL_417374
MT246483.1	EPI_ISL_417375
MT246484.1	EPI_ISL_417376
MT246485.1	EPI_ISL_417377
MT246486.1	EPI_ISL_417378
MT246487.1	EPI_ISL_417379
MT246488.1	EPI_ISL_417380
MT246489.1	EPI_ISL_417381
MT246490.1	EPI_ISL_417382
MT251972.1	EPI_ISL_417450
MT251973.1	EPI_ISL_417451
MT251974.1	EPI_ISL_417452
MT251975.1	EPI_ISL_417453
MT251977.1	EPI_ISL_417448
MT251979.1	EPI_ISL_417455
MT251980.1	EPI_ISL_417456
MT252677.1	EPI_ISL_416433
MT252678.1	EPI_ISL_416434
MT252679.1	EPI_ISL_416435
MT252680.1	EPI_ISL_416436
MT252681.1	EPI_ISL_416437
MT252682.1	EPI_ISL_416438
MT252683.1	EPI_ISL_416440
MT252684.1	EPI_ISL_416441
MT252685.1	EPI_ISL_416442
MT252686.1	EPI_ISL_416443
MT252687.1	EPI_ISL_416444
MT252688.1	EPI_ISL_416445
MT252689.1	EPI_ISL_416446
MT252690.1	EPI_ISL_416447
MT252691.1	EPI_ISL_416448
MT252694.1	EPI_ISL_416451
MT252695.1	EPI_ISL_416452
MT252696.1	EPI_ISL_416729
MT252697.1	EPI_ISL_416716
MT252698.1	EPI_ISL_416721
MT252699.1	EPI_ISL_416705
MT252700.1	EPI_ISL_416706
MT252701.1	EPI_ISL_416722
MT252702.1	EPI_ISL_416726
MT252703.1	EPI_ISL_416727
MT252704.1	EPI_ISL_416728
MT252705.1	EPI_ISL_416724
MT252706.1	EPI_ISL_416725
MT252707.1	EPI_ISL_416709
MT252708.1	EPI_ISL_416710
MT252709.1	EPI_ISL_416712
MT252710.1	EPI_ISL_416714
MT252711.1	EPI_ISL_416719
MT252712.1	EPI_ISL_416707
MT252713.1	EPI_ISL_416717
MT252714.1	EPI_ISL_416715
MT252715.1	EPI_ISL_416708
MT252716.1	EPI_ISL_416718
MT252717.1	EPI_ISL_416723
MT252719.1	EPI_ISL_416711
MT252722.1	EPI_ISL_416699
MT252723.1	EPI_ISL_416700
MT252724.1	EPI_ISL_416703
MT252725.1	EPI_ISL_416702
MT252726.1	EPI_ISL_416693
MT252728.1	EPI_ISL_416690
MT252729.1	EPI_ISL_416691
MT252731.1	EPI_ISL_416696
MT252732.1	EPI_ISL_416697
MT252733.1	EPI_ISL_416698
MT252734.1	EPI_ISL_416692
MT252735.1	EPI_ISL_416687
MT252736.1	EPI_ISL_416689
MT252738.1	EPI_ISL_416683
MT252739.1	EPI_ISL_416685
MT252740.1	EPI_ISL_416688
MT252741.1	EPI_ISL_416661
MT252742.1	EPI_ISL_416662
MT252743.1	EPI_ISL_416663
MT252744.1	EPI_ISL_416664
MT252745.1	EPI_ISL_416665
MT252746.1	EPI_ISL_416666
MT252747.1	EPI_ISL_416667
MT252748.1	EPI_ISL_416668
MT252749.1	EPI_ISL_416669
MT252750.1	EPI_ISL_416671
MT252751.1	EPI_ISL_416673
MT252752.1	EPI_ISL_416674
MT252753.1	EPI_ISL_416675
MT252754.1	EPI_ISL_416676
MT252755.1	EPI_ISL_416677
MT252756.1	EPI_ISL_416678
MT252757.1	EPI_ISL_416679
MT252758.1	EPI_ISL_416680
MT252759.1	EPI_ISL_416681
MT252761.1	EPI_ISL_416635
MT252762.1	EPI_ISL_416636
MT252763.1	EPI_ISL_416637
MT252766.1	EPI_ISL_416640
MT252767.1	EPI_ISL_416641
MT252768.1	EPI_ISL_416642
MT252769.1	EPI_ISL_416643
MT252770.1	EPI_ISL_416644
MT252772.1	EPI_ISL_416646
MT252774.1	EPI_ISL_416648
MT252775.1	EPI_ISL_416649
MT252776.1	EPI_ISL_416650
MT252777.1	EPI_ISL_416651
MT252778.1	EPI_ISL_416652
MT252779.1	EPI_ISL_416653
MT252780.1	EPI_ISL_416654
MT252781.1	EPI_ISL_416655
MT252782.1	EPI_ISL_416656
MT252783.1	EPI_ISL_416657
MT252784.1	EPI_ISL_416658
MT252785.1	EPI_ISL_416659
MT252786.1	EPI_ISL_416660
MT252787.1	EPI_ISL_415592
MT252788.1	EPI_ISL_415596
MT252789.1	EPI_ISL_415600
MT252790.1	EPI_ISL_415593
MT252791.1	EPI_ISL_415591
MT252792.1	EPI_ISL_415601
MT252793.1	EPI_ISL_415595
MT252794.1	EPI_ISL_415597
MT252795.1	EPI_ISL_415602
MT252796.1	EPI_ISL_415594
MT252797.1	EPI_ISL_415603
MT252798.1	EPI_ISL_415598
MT252799.1	EPI_ISL_415599
MT252800.1	EPI_ISL_415604
MT252801.1	EPI_ISL_415605
MT252802.1	EPI_ISL_415606
MT252804.1	EPI_ISL_415608
MT252805.1	EPI_ISL_415609
MT252806.1	EPI_ISL_415611
MT252807.1	EPI_ISL_415612
MT252808.1	EPI_ISL_415613
MT252810.1	EPI_ISL_415615
MT252812.1	EPI_ISL_415621
MT252813.1	EPI_ISL_415619
MT252814.1	EPI_ISL_415620
MT252815.1	EPI_ISL_415617
MT252816.1	EPI_ISL_415622
MT252817.1	EPI_ISL_415627
MT252818.1	EPI_ISL_415624
MT252819.1	EPI_ISL_415626
MT252821.1	EPI_ISL_416453
MT252822.1	EPI_ISL_416454
MT252823.1	EPI_ISL_416455
MT252824.1	EPI_ISL_416456
MT253696.1	EPI_ISL_418508
MT253697.1	EPI_ISL_418509
MT253698.1	EPI_ISL_418510
MT253699.1	EPI_ISL_418511
MT253700.1	EPI_ISL_418512
MT253701.1	EPI_ISL_418441
MT253702.1	EPI_ISL_418442
MT253703.1	EPI_ISL_418513
MT253704.1	EPI_ISL_418514
MT253705.1	EPI_ISL_418502
MT253706.1	EPI_ISL_418503
MT253707.1	EPI_ISL_418515
MT253708.1	EPI_ISL_418504
MT253709.1	EPI_ISL_418506
MT253710.1	EPI_ISL_418507
MT256917.1	EPI_ISL_417205
MT256918.1	EPI_ISL_417206
MT258377.1	EPI_ISL_417931
MT258378.1	EPI_ISL_417932
MT258379.1	EPI_ISL_417933
MT258381.1	EPI_ISL_417937
MT258382.1	EPI_ISL_417938
MT258383.1	EPI_ISL_417939
MT259226.1	EPI_ISL_450500
MT259227.1	EPI_ISL_450501
MT259228.1	EPI_ISL_450502
MT259229.1	EPI_ISL_450503
MT259230.1	EPI_ISL_450504
MT259231.1	EPI_ISL_450489
MT259235.1	EPI_ISL_418028
MT259236.1	EPI_ISL_418029
MT259237.1	EPI_ISL_418030
MT259238.1	EPI_ISL_418031
MT259243.1	EPI_ISL_418036
MT259244.1	EPI_ISL_418037
MT259245.1	EPI_ISL_418038
MT259247.1	EPI_ISL_418040
MT259248.1	EPI_ISL_418041
MT259249.1	EPI_ISL_418042
MT259250.1	EPI_ISL_418043
MT259251.1	EPI_ISL_418044
MT259252.1	EPI_ISL_418045
MT259253.1	EPI_ISL_418046
MT259254.1	EPI_ISL_418047
MT259256.1	EPI_ISL_418049
MT259257.1	EPI_ISL_418050
MT259258.1	EPI_ISL_418051
MT259260.1	EPI_ISL_418053
MT259261.1	EPI_ISL_418054
MT259262.1	EPI_ISL_418055
MT259263.1	EPI_ISL_418056
MT259264.1	EPI_ISL_418057
MT259267.1	EPI_ISL_418060
MT259268.1	EPI_ISL_418061
MT259269.1	EPI_ISL_418062
MT259270.1	EPI_ISL_418063
MT259271.1	EPI_ISL_418064
MT259273.1	EPI_ISL_418067
MT259275.1	EPI_ISL_418070
MT259276.1	EPI_ISL_418071
MT259277.1	EPI_ISL_418072
MT259278.1	EPI_ISL_418073
MT259281.1	EPI_ISL_418076
MT259285.1	EPI_ISL_418080
MT259286.1	EPI_ISL_418081
MT259287.1	EPI_ISL_418082
MT262896.1	EPI_ISL_418771
MT262897.1	EPI_ISL_418772
MT262898.1	EPI_ISL_418773
MT262899.1	EPI_ISL_418774
MT262900.1	EPI_ISL_418775
MT262901.1	EPI_ISL_418776
MT262902.1	EPI_ISL_418777
MT262903.1	EPI_ISL_418778
MT262904.1	EPI_ISL_418779
MT262905.1	EPI_ISL_418780
MT262906.1	EPI_ISL_418781
MT262909.1	EPI_ISL_418784
MT262911.1	EPI_ISL_418786
MT262912.1	EPI_ISL_418787
MT262913.1	EPI_ISL_418788
MT262914.1	EPI_ISL_418789
MT262916.1	EPI_ISL_418791
MT263074.1	EPI_ISL_415787
MT263381.1	EPI_ISL_418866
MT263382.1	EPI_ISL_418867
MT263386.1	EPI_ISL_418871
MT263387.1	EPI_ISL_418872
MT263388.1	EPI_ISL_418873
MT263389.1	EPI_ISL_418874
MT263390.1	EPI_ISL_418875
MT263391.1	EPI_ISL_418876
MT263392.1	EPI_ISL_418878
MT263393.1	EPI_ISL_418879
MT263394.1	EPI_ISL_418880
MT263395.1	EPI_ISL_418881
MT263396.1	EPI_ISL_418882
MT263397.1	EPI_ISL_418883
MT263398.1	EPI_ISL_418884
MT263399.1	EPI_ISL_418886
MT263400.1	EPI_ISL_418887
MT263402.1	EPI_ISL_418889
MT263403.1	EPI_ISL_418890
MT263404.1	EPI_ISL_418891
MT263405.1	EPI_ISL_418892
MT263406.1	EPI_ISL_418893
MT263408.1	EPI_ISL_524437
MT263409.1	EPI_ISL_418896
MT263410.1	EPI_ISL_418897
MT263411.1	EPI_ISL_418898
MT263412.1	EPI_ISL_418899
MT263413.1	EPI_ISL_418900
MT263414.1	EPI_ISL_524438
MT263415.1	EPI_ISL_418902
MT263416.1	EPI_ISL_418903
MT263417.1	EPI_ISL_418904
MT263418.1	EPI_ISL_418905
MT263419.1	EPI_ISL_418906
MT263420.1	EPI_ISL_418907
MT263422.1	EPI_ISL_418909
MT263423.1	EPI_ISL_418910
MT263424.1	EPI_ISL_418911
MT263425.1	EPI_ISL_418912
MT263426.1	EPI_ISL_418913
MT263427.1	EPI_ISL_418914
MT263428.1	EPI_ISL_418915
MT263429.1	EPI_ISL_418916
MT263430.1	EPI_ISL_524439
MT263431.1	EPI_ISL_524440
MT263432.1	EPI_ISL_524441
MT263433.1	EPI_ISL_418920
MT263434.1	EPI_ISL_524442
MT263435.1	EPI_ISL_418922
MT263436.1	EPI_ISL_418923
MT263437.1	EPI_ISL_418924
MT263438.1	EPI_ISL_418925
MT263439.1	EPI_ISL_418926
MT263440.1	EPI_ISL_418927
MT263441.1	EPI_ISL_418928
MT263442.1	EPI_ISL_418929
MT263443.1	EPI_ISL_418930
MT263444.1	EPI_ISL_418931
MT263445.1	EPI_ISL_418932
MT263446.1	EPI_ISL_418933
MT263447.1	EPI_ISL_418934
MT263448.1	EPI_ISL_418935
MT263449.1	EPI_ISL_418936
MT263450.1	EPI_ISL_418937
MT263452.1	EPI_ISL_418939
MT263453.1	EPI_ISL_418940
MT263454.1	EPI_ISL_418941
MT263456.1	EPI_ISL_418943
MT263457.1	EPI_ISL_418944
MT263458.1	EPI_ISL_418945
MT263459.1	EPI_ISL_524443
MT263460.1	EPI_ISL_418946
MT263461.1	EPI_ISL_524444
MT263463.1	EPI_ISL_418949
MT263464.1	EPI_ISL_418950
MT263465.1	EPI_ISL_418951
MT263467.1	EPI_ISL_418953
MT263468.1	EPI_ISL_418954
MT263469.1	EPI_ISL_418955
MT270101.1	EPI_ISL_406862
MT270102.1	EPI_ISL_450199
MT270103.1	EPI_ISL_450200
MT270104.1	EPI_ISL_450201
MT270105.1	EPI_ISL_450202
MT270106.1	EPI_ISL_450203
MT270107.1	EPI_ISL_450204
MT270108.1	EPI_ISL_450205
MT270109.1	EPI_ISL_450206
MT270110.1	EPI_ISL_450207
MT270111.1	EPI_ISL_450208
MT270112.1	EPI_ISL_450209
MT270113.1	EPI_ISL_450210
MT270814.1	EPI_ISL_450403
MT270815.1	EPI_ISL_450404
MT276323.1	EPI_ISL_419553
MT276324.1	EPI_ISL_419554
MT276325.2	EPI_ISL_419555
MT276326.2	EPI_ISL_419556
MT276327.1	EPI_ISL_419557
MT276328.2	EPI_ISL_419558
MT276329.1	EPI_ISL_419559
MT276330.2	EPI_ISL_419560
MT276597.1	EPI_ISL_419211
MT276598.1	EPI_ISL_419210
MT276600.1	EPI_ISL_450405
MT281577.1	EPI_ISL_424352
MT291826.1	EPI_ISL_529213
MT291827.1	EPI_ISL_529214
MT291828.1	EPI_ISL_529215
MT291829.1	EPI_ISL_529216
MT291830.1	EPI_ISL_529217
MT291831.1	EPI_ISL_424355
MT291832.1	EPI_ISL_424356
MT291833.1	EPI_ISL_424357
MT291834.1	EPI_ISL_424358
MT291836.1	EPI_ISL_424360
MT292569.1	EPI_ISL_419677
MT292570.1	EPI_ISL_419681
MT292571.1	EPI_ISL_419676
MT292572.1	EPI_ISL_419675
MT292573.1	EPI_ISL_419678
MT292574.1	EPI_ISL_419679
MT292575.1	EPI_ISL_419680
MT292576.1	EPI_ISL_419682
MT292577.1	EPI_ISL_419683
MT292578.1	EPI_ISL_419684
MT292579.1	EPI_ISL_419686
MT292580.1	EPI_ISL_419689
MT292581.1	EPI_ISL_419687
MT292582.1	EPI_ISL_419690
MT293156.1	EPI_ISL_422961
MT293157.1	EPI_ISL_422962
MT293158.1	EPI_ISL_422963
MT293159.1	EPI_ISL_422964
MT293160.1	EPI_ISL_422965
MT293164.1	EPI_ISL_422969
MT293165.1	EPI_ISL_422970
MT293166.1	EPI_ISL_422971
MT293167.1	EPI_ISL_422972
MT293168.1	EPI_ISL_422973
MT293170.1	EPI_ISL_422975
MT293171.1	EPI_ISL_422976
MT293172.1	EPI_ISL_422977
MT293173.1	EPI_ISL_422978
MT293175.1	EPI_ISL_422980
MT293176.1	EPI_ISL_422981
MT293177.1	EPI_ISL_422982
MT293178.1	EPI_ISL_422983
MT293179.1	EPI_ISL_422984
MT293181.1	EPI_ISL_422986
MT293182.1	EPI_ISL_422987
MT293183.1	EPI_ISL_422988
MT293184.1	EPI_ISL_422989
MT293185.1	EPI_ISL_422990
MT293186.1	EPI_ISL_422991
MT293187.1	EPI_ISL_422992
MT293188.1	EPI_ISL_422993
MT293189.1	EPI_ISL_422994
MT293190.1	EPI_ISL_422995
MT293191.1	EPI_ISL_422996
MT293192.1	EPI_ISL_422997
MT293194.1	EPI_ISL_422999
MT293195.1	EPI_ISL_423000
MT293196.1	EPI_ISL_423001
MT293198.1	EPI_ISL_423003
MT293199.1	EPI_ISL_423004
MT293200.1	EPI_ISL_423005
MT293201.1	EPI_ISL_423006
MT293202.1	EPI_ISL_423007
MT293204.1	EPI_ISL_423010
MT293205.1	EPI_ISL_423011
MT293206.1	EPI_ISL_423012
MT293207.1	EPI_ISL_423013
MT293208.1	EPI_ISL_423014
MT293209.1	EPI_ISL_423015
MT293210.1	EPI_ISL_423016
MT293211.1	EPI_ISL_423017
MT293212.1	EPI_ISL_423018
MT293213.1	EPI_ISL_423019
MT293214.1	EPI_ISL_423020
MT293215.1	EPI_ISL_423021
MT293216.1	EPI_ISL_423022
MT293217.1	EPI_ISL_423024
MT293218.1	EPI_ISL_423025
MT293219.1	EPI_ISL_423026
MT293220.1	EPI_ISL_423028
MT293222.1	EPI_ISL_423030
MT293223.1	EPI_ISL_423031
MT293224.1	EPI_ISL_423032
MT293225.1	EPI_ISL_423033
MT295464.1	EPI_ISL_434636
MT295465.1	EPI_ISL_434637
MT300186.2	EPI_ISL_424353
MT304474.1	EPI_ISL_420799
MT304475.1	EPI_ISL_420800
MT304476.1	EPI_ISL_420801
MT304477.1	EPI_ISL_420784
MT304478.1	EPI_ISL_420785
MT304481.1	EPI_ISL_420788
MT304484.1	EPI_ISL_420791
MT304485.1	EPI_ISL_420792
MT304486.1	EPI_ISL_420793
MT304487.1	EPI_ISL_420794
MT304488.1	EPI_ISL_420795
MT304489.1	EPI_ISL_420796
MT304490.1	EPI_ISL_420797
MT304491.1	EPI_ISL_420798
MT308692.1	EPI_ISL_424986
MT308693.1	EPI_ISL_424985
MT308694.1	EPI_ISL_424990
MT308695.1	EPI_ISL_424982
MT308696.1	EPI_ISL_424992
MT308697.1	EPI_ISL_424984
MT308698.1	EPI_ISL_424989
MT308699.1	EPI_ISL_424988
MT308700.1	EPI_ISL_424981
MT308702.1	EPI_ISL_424983
MT308703.1	EPI_ISL_424987
MT308704.1	EPI_ISL_424354
MT318827.1	EPI_ISL_450413
MT320538.2	EPI_ISL_424993
MT320891.2	EPI_ISL_442523
MT322394.1	EPI_ISL_418864
MT322395.1	EPI_ISL_418956
MT322396.1	EPI_ISL_418957
MT322397.1	EPI_ISL_418958
MT322398.1	EPI_ISL_419256
MT322399.1	EPI_ISL_419257
MT322400.1	EPI_ISL_419258
MT322401.1	EPI_ISL_419260
MT322402.1	EPI_ISL_419261
MT322403.1	EPI_ISL_419262
MT322404.1	EPI_ISL_419263
MT322405.1	EPI_ISL_419706
MT322406.1	EPI_ISL_419710
MT322407.1	EPI_ISL_419711
MT322409.1	EPI_ISL_420029
MT322410.1	EPI_ISL_419712
MT322411.1	EPI_ISL_419713
MT322412.1	EPI_ISL_420628
MT322413.1	EPI_ISL_420018
MT322414.1	EPI_ISL_420019
MT322415.1	EPI_ISL_420629
MT322416.1	EPI_ISL_420020
MT322417.1	EPI_ISL_420630
MT322418.1	EPI_ISL_420021
MT322419.1	EPI_ISL_420022
MT322420.1	EPI_ISL_420023
MT322421.1	EPI_ISL_420024
MT322422.1	EPI_ISL_420025
MT322423.1	EPI_ISL_420026
MT322424.1	EPI_ISL_420027
MT324062.1	EPI_ISL_417186
MT324684.1	EPI_ISL_434677
MT325561.1	EPI_ISL_424848
MT325562.1	EPI_ISL_424849
MT325563.1	EPI_ISL_424852
MT325564.1	EPI_ISL_424857
MT325565.1	EPI_ISL_424855
MT325566.1	EPI_ISL_424853
MT325567.1	EPI_ISL_424854
MT325568.1	EPI_ISL_424856
MT325569.1	EPI_ISL_424858
MT325570.1	EPI_ISL_424859
MT325571.1	EPI_ISL_424860
MT325572.1	EPI_ISL_424861
MT325573.1	EPI_ISL_424862
MT325574.1	EPI_ISL_424863
MT325575.1	EPI_ISL_424864
MT325576.1	EPI_ISL_424865
MT325577.1	EPI_ISL_424850
MT325578.1	EPI_ISL_424851
MT325579.1	EPI_ISL_424866
MT325580.1	EPI_ISL_424867
MT325581.1	EPI_ISL_424868
MT325582.1	EPI_ISL_424843
MT325583.1	EPI_ISL_424844
MT325584.1	EPI_ISL_424845
MT325585.1	EPI_ISL_424846
MT325586.1	EPI_ISL_424847
MT325587.1	EPI_ISL_424869
MT325588.1	EPI_ISL_424870
MT325589.1	EPI_ISL_424872
MT325590.1	EPI_ISL_424873
MT325591.1	EPI_ISL_452124
MT325592.1	EPI_ISL_424874
MT325593.1	EPI_ISL_424875
MT325594.1	EPI_ISL_424876
MT325595.1	EPI_ISL_424877
MT325596.1	EPI_ISL_424878
MT325597.1	EPI_ISL_424879
MT325598.1	EPI_ISL_424880
MT325599.1	EPI_ISL_424881
MT325600.1	EPI_ISL_424882
MT325601.1	EPI_ISL_424883
MT325602.1	EPI_ISL_424884
MT325603.1	EPI_ISL_424885
MT325604.1	EPI_ISL_424886
MT325605.1	EPI_ISL_424887
MT325606.1	EPI_ISL_424841
MT325607.1	EPI_ISL_424842
MT325608.1	EPI_ISL_424888
MT325609.1	EPI_ISL_424889
MT325610.1	EPI_ISL_424890
MT325611.1	EPI_ISL_424891
MT325612.1	EPI_ISL_424892
MT325613.1	EPI_ISL_424893
MT325614.1	EPI_ISL_424894
MT325615.1	EPI_ISL_424899
MT325616.1	EPI_ISL_424917
MT325617.1	EPI_ISL_424895
MT325618.1	EPI_ISL_424896
MT325619.1	EPI_ISL_424897
MT325620.1	EPI_ISL_424898
MT325621.1	EPI_ISL_424900
MT325622.1	EPI_ISL_424901
MT325623.1	EPI_ISL_424902
MT325624.1	EPI_ISL_424903
MT325625.1	EPI_ISL_424904
MT325626.1	EPI_ISL_424905
MT325627.1	EPI_ISL_424906
MT325628.1	EPI_ISL_424907
MT325629.1	EPI_ISL_424908
MT325630.1	EPI_ISL_424909
MT325631.1	EPI_ISL_424910
MT325632.1	EPI_ISL_424911
MT325633.1	EPI_ISL_424912
MT325634.1	EPI_ISL_424913
MT325635.1	EPI_ISL_424914
MT325636.1	EPI_ISL_424915
MT325637.1	EPI_ISL_424916
MT325638.1	EPI_ISL_424918
MT325639.1	EPI_ISL_424919
MT325640.1	EPI_ISL_424920
MT326023.1	EPI_ISL_424333
MT326024.1	EPI_ISL_424334
MT326025.1	EPI_ISL_424335
MT326026.1	EPI_ISL_424336
MT326027.1	EPI_ISL_424337
MT326028.1	EPI_ISL_424338
MT326029.1	EPI_ISL_424339
MT326030.1	EPI_ISL_424340
MT326031.1	EPI_ISL_424341
MT326032.1	EPI_ISL_424277
MT326033.1	EPI_ISL_424278
MT326034.1	EPI_ISL_424279
MT326035.1	EPI_ISL_424280
MT326036.1	EPI_ISL_424281
MT326038.1	EPI_ISL_424283
MT326039.1	EPI_ISL_424284
MT326040.1	EPI_ISL_424285
MT326042.1	EPI_ISL_424287
MT326043.1	EPI_ISL_424288
MT326044.1	EPI_ISL_424289
MT326045.1	EPI_ISL_424290
MT326046.1	EPI_ISL_424291
MT326047.1	EPI_ISL_424292
MT326048.1	EPI_ISL_424293
MT326049.1	EPI_ISL_424294
MT326050.1	EPI_ISL_424295
MT326051.1	EPI_ISL_424296
MT326052.1	EPI_ISL_424297
MT326055.1	EPI_ISL_424300
MT326056.1	EPI_ISL_424302
MT326057.1	EPI_ISL_424303
MT326058.1	EPI_ISL_424304
